,Common Name,Scientific Name,Date Sited,Location Name,Num Sighted,Latitude,Longitude,year
724,Blackpoll Warbler,Setophaga striata,2019-09-26 10:00,"Hardie Park/Cayucos Creek (Ocean Ave Bridge to Hwy 1 Bridge), Cayucos",1,35.4518225,-120.9062489,2019
725,Ring-necked Duck,Aythya collaris,2019-09-26 09:57,Lincoln WTP,30,38.8641218,-121.3494444,2019
726,Hooded Merganser,Lophodytes cucullatus,2019-09-26 09:41,Clam and Little River State Beach,2,41.0047754,-124.1154671,2019
727,Lapland Longspur,Calcarius lapponicus,2019-09-26 09:41,Clam and Little River State Beach,1,41.0047754,-124.1154671,2019
728,Bronze Mannikin,Spermestes cucullata,2019-09-26 09:31,Huntington Central Park--East,2,33.7040978,-118.0022383,2019
729,large parakeet sp. (former Aratinga sp.),Eupsittula/Aratinga/Thectocercus/Psittacara sp.,2019-09-26 09:30,SDSU,2,32.7747876,-117.0717972,2019
730,jaeger sp.,Stercorarius sp. (jaeger sp.),2019-09-26 09:28,Newport Beach--municipal beaches,1,33.614765,-117.934886,2019
731,Red Crossbill,Loxia curvirostra,2019-09-26 09:26,May Lake trail and campground,6,37.8440464,-119.4922541,2019
732,Canada Jay,Perisoreus canadensis,2019-09-26 09:23,"3833 Patricks Point Dr, Trinidad US-CA (41.1301,-124.1523)",3,41.130075,-124.15226,2019
733,Nanday Parakeet,Aratinga nenday,2019-09-26 09:20,Pt. Mugu SP--Sycamore Canyon,5,34.0730832,-119.015432,2019
734,Sagebrush/Bell's Sparrow (Sage Sparrow),Artemisiospiza nevadensis/belli,2019-09-26 09:18,Cerro Coso Community College,9,35.5673521,-117.6706123,2019
735,Pomarine Jaeger,Stercorarius pomarinus,2019-09-26 09:10,Santa Barbara Channel--east channel (VEN Co.),1,34.1544317,-119.3767548,2019
736,Pink-footed Shearwater,Ardenna creatopus,2019-09-26 09:10,Santa Barbara Channel--east channel (VEN Co.),2,34.1544317,-119.3767548,2019
737,Black-vented Shearwater,Puffinus opisthomelas,2019-09-26 09:10,Santa Barbara Channel--east channel (VEN Co.),22,34.1544317,-119.3767548,2019
738,Mountain Quail,Oreortyx pictus,2019-09-26 09:05,Lake Hemet,1,33.6666396,-116.6917992,2019
739,Sooty Shearwater,Ardenna grisea,2019-09-26 09:05,Sonoma Coast SP--Wright's Beach overlook,10,38.4022518,-123.0960131,2019
740,Virginia's Warbler,Leiothlypis virginiae,2019-09-26 09:05,Frog Pond Wetlands Preserve,1,36.5936124,-121.8348974,2019
741,large shorebird sp.,Scolopacidae sp. (large shorebird sp.),2019-09-26 09:00,San Pablo Bay NWR - Reclamation  Rd.,200,38.1292984,-122.4723909,2019
742,Williamson's Sapsucker,Sphyrapicus thyroideus,2019-09-26 09:00,Camp Keola,2,37.2165749,-119.2375392,2019
743,Green-tailed Towhee,Pipilo chlorurus,2019-09-26 09:00,Camp Keola,1,37.2165749,-119.2375392,2019
744,Marbled Murrelet,Brachyramphus marmoratus,2019-09-26 08:50,"Ano Nuevo SP--Visitors Center, Elephant Seals and all trails",7,37.1174022,-122.3188162,2019
745,Ring-necked Pheasant,Phasianus colchicus,2019-09-26 08:40,Shasta Valley Wildlife Area,1,41.7192157,-122.4745989,2019
746,Pacific-slope/Cordilleran Flycatcher (Western Flycatcher),Empidonax difficilis/occidentalis,2019-09-26 08:40,Shasta Valley Wildlife Area,1,41.7192157,-122.4745989,2019
747,Cassin's Vireo,Vireo cassinii,2019-09-26 08:40,Santa Rosa Creek Trail and Delta Pond (west of Willowside Rd),1,38.4453208,-122.8155613,2019
748,Yellow-breasted Chat,Icteria virens,2019-09-26 08:40,Sand Dune Park,1,33.89873,-118.41236,2019
749,Lesser Nighthawk,Chordeiles acutipennis,2019-09-26 08:22,"92225, Blythe US-CA (33.5872,-114.7530)",1,33.58715,-114.752985,2019
750,Bonaparte's Gull,Chroicocephalus philadelphia,2019-09-26 08:22,Elkhorn Slough--Estrada Marsh & North Marsh,2,36.8382108,-121.7375743,2019
751,parakeet sp.,Psittaciformes sp. (parakeet sp.),2019-09-26 08:18,Belvedere Park Lake,2,34.0350102,-118.1585491,2019
752,crow/raven sp.,Corvus sp.,2019-09-26 08:16,"5400 Campanile Mall, San Diego, California, US (32.775, -117.072)",7,32.775313,-117.0720066,2019
753,Greater/Lesser Scaup,Aythya marila/affinis,2019-09-26 08:15,Lower Klamath NWR--Auto Tour Route,5,41.9717075,-121.7260158,2019
754,Red-crowned Parrot,Amazona viridigenalis,2019-09-26 08:13,Lower Arroyo Seco,8,34.137561,-118.1677651,2019
