,Common Name,Scientific Name,Date Sighted,Location Name,Num Sighted,Latitude,Longitude,Year,State
200,Carolina/Black-capped Chickadee,Poecile carolinensis/atricapillus,2020-09-26 13:20,River Trail--Ripplemead to Narrows,1,37.3228,-80.682,2020,US-VA
201,Barn Swallow,Hirundo rustica,2020-09-26 12:33,"1000 Kalaris Pl SE, Leesburg US-VA 39.09488, -77.57496",7,39.094876,-77.574965,2020,US-VA
202,Catharus sp.,Catharus sp.,2020-09-26 12:28,Raglan Road Park,1,38.9248952,-77.2441998,2020,US-VA
203,Lincoln's Sparrow,Melospiza lincolnii,2020-09-26 12:28,White House Boat Ramp,1,38.6461269,-78.5346106,2020,US-VA
204,Winter Wren,Troglodytes hiemalis,2020-09-26 12:26,Sully Woodlands,1,38.8769856,-77.4923766,2020,US-VA
205,Marbled Godwit,Limosa fedoa,2020-09-26 11:53,Oyster,20,37.2865,-75.9218,2020,US-VA
206,Warbling Vireo,Vireo gilvus,2020-09-26 11:49,Dogwoods PRIVATE,1,38.6319314,-77.9044992,2020,US-VA
207,Golden-crowned Kinglet,Regulus satrapa,2020-09-26 11:46,Lovers Leap Overlook,8,36.6393608,-81.611166,2020,US-VA
208,Pine Siskin,Spinus pinus,2020-09-26 11:46,Lovers Leap Overlook,1,36.6393608,-81.611166,2020,US-VA
209,Dark-eyed Junco,Junco hyemalis,2020-09-26 11:46,Lovers Leap Overlook,4,36.6393608,-81.611166,2020,US-VA
210,White-throated Sparrow,Zonotrichia albicollis,2020-09-26 11:34,Cub Run Stream Valley Park (South),1,38.8493339,-77.4742985,2020,US-VA
211,Black-crowned/Yellow-crowned Night-Heron,Nycticorax nycticorax/Nyctanassa violacea,2020-09-26 11:21,Cheriton Landfill,10,37.2993791,-75.9288043,2020,US-VA
212,Northern Waterthrush,Parkesia noveboracensis,2020-09-26 11:21,Jefferson NF--Caldwell Fields,1,37.3378876,-80.3253075,2020,US-VA
213,Vesper Sparrow,Pooecetes gramineus,2020-09-26 11:17,Swoope Area,4,38.1404564,-79.2048333,2020,US-VA
214,Townsend's Warbler,Setophaga townsendi,2020-09-26 11:16,Mt. Trashmore Park,1,36.8297259,-76.1247611,2020,US-VA
215,Philadelphia/Warbling Vireo,Vireo philadelphicus/gilvus,2020-09-26 11:03,Shenandoah NP--Pocosin Cabin,1,38.4103229,-78.4887931,2020,US-VA
216,Gray-cheeked Thrush,Catharus minimus,2020-09-26 11:03,Shenandoah NP--Pocosin Cabin,1,38.4103229,-78.4887931,2020,US-VA
217,Mallard x American Black Duck (hybrid),Anas platyrhynchos x rubripes,2020-09-26 10:40,Fort Monroe,1,37.0039407,-76.3073874,2020,US-VA
218,Indian Peafowl (Domestic type),Pavo cristatus (Domestic type),2020-09-26 09:52,Magothy Bay Natural Area Preserve,2,37.1524498,-75.9502029,2020,US-VA
219,Greater/Lesser Yellowlegs,Tringa melanoleuca/flavipes,2020-09-26 09:40,**BACK BAY NWR,2,36.672127,-75.915661,2020,US-VA
220,woodpecker sp.,Picidae sp.,2020-09-26 09:39,The Turquoise Trail,3,38.9235186,-77.3316693,2020,US-VA
221,wren sp.,Troglodytidae sp.,2020-09-26 09:34,"9277 Rural Point Dr, Mechanicsville US-VA 37.65908, -77.36943",14,37.659078,-77.36943,2020,US-VA
222,Common Merganser,Mergus merganser,2020-09-26 09:25,"Riverbend Park, Great Falls US-VA 39.02049, -77.24861",7,39.020489,-77.248607,2020,US-VA
223,Purple Martin,Progne subis,2020-09-26 09:18,"32101–32111 Seaside Rd, Cape Charles US-VA 37.14361, -75.96259",1,37.143615,-75.96259,2020,US-VA
224,Acadian Flycatcher,Empidonax virescens,2020-09-26 09:00,Monticello Park,1,38.8331055,-77.0700252,2020,US-VA
225,Mute Swan,Cygnus olor,2020-09-26 08:58,Warrenton Reservoir,4,38.7407203,-77.7913463,2020,US-VA
226,Prothonotary Warbler,Protonotaria citrea,2020-09-26 08:41,Occoquan Bay NWR,1,38.6455061,-77.2361183,2020,US-VA
227,Red Junglefowl (Domestic type),Gallus gallus (Domestic type),2020-09-26 08:39,Jessups Lake,1,38.00235,-78.544498,2020,US-VA
228,Bank Swallow,Riparia riparia,2020-09-26 08:39,Meadowwood Farms Retention Pond,1,39.0949485,-77.574114,2020,US-VA
229,Mourning Warbler,Geothlypis philadelphia,2020-09-26 08:31,Greenbriar Park,1,38.0622389,-78.4732524,2020,US-VA
230,Bay-breasted/Blackpoll Warbler,Setophaga castanea/striata,2020-09-26 08:18,Switzer Lake Area,1,38.5719,-79.1451,2020,US-VA
231,Yellow-billed/Black-billed Cuckoo,Coccyzus americanus/erythropthalmus,2020-09-26 08:14,Chincoteague NWR--Woodland Trail,1,37.8953,-75.3681,2020,US-VA
232,Worm-eating Warbler,Helmitheros vermivorum,2020-09-26 08:05,"710 Dice's Spring Rd, Weyers Cave US-VA 38.29644, -78.92090",1,38.296442,-78.920901,2020,US-VA
233,American Bittern,Botaurus lentiginosus,2020-09-26 08:02,Dyke Marsh Wildlife Preserve,1,38.7695,-77.0494,2020,US-VA
234,American Wigeon,Mareca americana,2020-09-26 08:00,Belmont Bay Marina,11,38.6565271,-77.2340155,2020,US-VA
235,Common Gallinule,Gallinula galeata,2020-09-26 08:00,Botetourt Center at Greenfield,1,37.434326,-79.9153769,2020,US-VA
236,Yellow-bellied Flycatcher,Empidonax flaviventris,2020-09-26 08:00,Botetourt Center at Greenfield,1,37.434326,-79.9153769,2020,US-VA
237,Mallard/American Black Duck,Anas platyrhynchos/rubripes,2020-09-26 07:57,Occoquan Bay NWR,4,38.6455061,-77.2361183,2020,US-VA
238,Virginia Rail,Rallus limicola,2020-09-26 07:18,Chincoteague NWR--Toms Cove,1,37.8774164,-75.3553805,2020,US-VA
239,Red Knot,Calidris canutus,2020-09-26 07:18,Chincoteague NWR--Toms Cove,3,37.8774164,-75.3553805,2020,US-VA
240,Great Cormorant,Phalacrocorax carbo,2020-09-26 07:18,CBBT--North Scenic Overlook,1,37.1214539,-75.9692574,2020,US-VA
241,Northern Pintail,Anas acuta,2020-09-26 07:06,**BACK BAY NWR,6,36.672127,-75.915661,2020,US-VA
242,American Golden-Plover,Pluvialis dominica,2020-09-26 07:06,**BACK BAY NWR,1,36.672127,-75.915661,2020,US-VA
243,White-rumped Sandpiper,Calidris fuscicollis,2020-09-26 07:06,**BACK BAY NWR,7,36.672127,-75.915661,2020,US-VA
244,Short-billed Dowitcher,Limnodromus griseus,2020-09-26 07:06,**BACK BAY NWR,5,36.672127,-75.915661,2020,US-VA
245,Long-billed Dowitcher,Limnodromus scolopaceus,2020-09-26 07:06,**BACK BAY NWR,4,36.672127,-75.915661,2020,US-VA
246,Bobolink,Dolichonyx oryzivorus,2020-09-26 07:06,**BACK BAY NWR,8,36.672127,-75.915661,2020,US-VA
247,King Rail,Rallus elegans,2020-09-26 06:52,**BACK BAY NWR,1,36.672127,-75.915661,2020,US-VA
248,Eastern Screech-Owl,Megascops asio,2019-09-26 21:00,home- Preston Forest,1,37.288867,-80.3954655,2019,US-VA
249,Barred Owl,Strix varia,2019-09-26 20:15,Humpback Rocks--Visitor Center,1,37.9729903,-78.9015286,2019,US-VA
250,Red-shouldered Hawk,Buteo lineatus,2019-09-26 19:03,Bristoe Station Battlefield,1,38.725731,-77.543714,2019,US-VA
251,Mourning Dove,Zenaida macroura,2019-09-26 19:01,9404 Brightway Court,6,37.646,-77.511429,2019,US-VA
252,House Sparrow,Passer domesticus,2019-09-26 19:01,9404 Brightway Court,12,37.646,-77.511429,2019,US-VA
253,American Goldfinch,Spinus tristis,2019-09-26 19:01,9404 Brightway Court,1,37.646,-77.511429,2019,US-VA
254,Northern Cardinal,Cardinalis cardinalis,2019-09-26 19:01,9404 Brightway Court,2,37.646,-77.511429,2019,US-VA
255,Chimney Swift,Chaetura pelagica,2019-09-26 18:58,Wilck's Lake,3,37.3034,-78.4097,2019,US-VA
256,Great Blue Heron,Ardea herodias,2019-09-26 18:58,Wilck's Lake,1,37.3034,-78.4097,2019,US-VA
257,White-eyed Vireo,Vireo griseus,2019-09-26 18:58,Wilck's Lake,1,37.3034,-78.4097,2019,US-VA
258,Carolina Wren,Thryothorus ludovicianus,2019-09-26 18:58,Wilck's Lake,2,37.3034,-78.4097,2019,US-VA
259,European Starling,Sturnus vulgaris,2019-09-26 18:58,Wilck's Lake,2,37.3034,-78.4097,2019,US-VA
260,Gray Catbird,Dumetella carolinensis,2019-09-26 18:58,Wilck's Lake,1,37.3034,-78.4097,2019,US-VA
261,Northern Mockingbird,Mimus polyglottos,2019-09-26 18:58,Wilck's Lake,2,37.3034,-78.4097,2019,US-VA
262,American Robin,Turdus migratorius,2019-09-26 18:58,Wilck's Lake,1,37.3034,-78.4097,2019,US-VA
263,Song Sparrow,Melospiza melodia,2019-09-26 18:58,Wilck's Lake,1,37.3034,-78.4097,2019,US-VA
264,Common Yellowthroat,Geothlypis trichas,2019-09-26 18:58,Wilck's Lake,1,37.3034,-78.4097,2019,US-VA
265,Indigo Bunting,Passerina cyanea,2019-09-26 18:58,Wilck's Lake,2,37.3034,-78.4097,2019,US-VA
266,Common Nighthawk,Chordeiles minor,2019-09-26 18:56,The Farm,3,37.473777,-77.398007,2019,US-VA
267,Mallard,Anas platyrhynchos,2019-09-26 18:50,1005 Sherwood Ave—Waynesboro,3,38.083559,-78.878467,2019,US-VA
268,Rock Pigeon,Columba livia,2019-09-26 18:50,1005 Sherwood Ave—Waynesboro,1,38.083559,-78.878467,2019,US-VA
269,Common Grackle,Quiscalus quiscula,2019-09-26 18:50,1005 Sherwood Ave—Waynesboro,400,38.083559,-78.878467,2019,US-VA
270,Eurasian Collared-Dove,Streptopelia decaocto,2019-09-26 18:47,Seaside Road at Capeville Drive,1,37.20463,-75.957329,2019,US-VA
271,Laughing Gull,Leucophaeus atricilla,2019-09-26 18:47,Kiptopeke SP--Fishing Pier,30,37.1666606,-75.9883332,2019,US-VA
272,Brown Pelican,Pelecanus occidentalis,2019-09-26 18:47,Kiptopeke SP--Fishing Pier,100,37.1666606,-75.9883332,2019,US-VA
273,Northern Wheatear,Oenanthe oenanthe,2019-09-26 18:47,Kiptopeke SP--Fishing Pier,1,37.1666606,-75.9883332,2019,US-VA
274,Turkey Vulture,Cathartes aura,2019-09-26 18:36,Route 114 Peppers Ferry (Mont county),3,37.1709843,-80.5160179,2019,US-VA
275,Red-bellied Woodpecker,Melanerpes carolinus,2019-09-26 18:36,Ivanhoe  I - Riverview & Shady River Roads,2,36.8404953,-80.9538852,2019,US-VA
276,Hairy Woodpecker,Dryobates villosus,2019-09-26 18:36,Ivanhoe  I - Riverview & Shady River Roads,1,36.8404953,-80.9538852,2019,US-VA
277,Blue Jay,Cyanocitta cristata,2019-09-26 18:36,Route 114 Peppers Ferry (Mont county),3,37.1709843,-80.5160179,2019,US-VA
278,American Crow,Corvus brachyrhynchos,2019-09-26 18:36,Ivanhoe  I - Riverview & Shady River Roads,1,36.8404953,-80.9538852,2019,US-VA
279,Scarlet Tanager,Piranga olivacea,2019-09-26 18:36,Ivanhoe  I - Riverview & Shady River Roads,1,36.8404953,-80.9538852,2019,US-VA
280,Ruby-throated Hummingbird,Archilochus colubris,2019-09-26 18:32,Stony Creek Rd  Linda's,1,38.8589589,-78.6173058,2019,US-VA
281,Red-headed Woodpecker,Melanerpes erythrocephalus,2019-09-26 18:32,Stony Creek Rd  Linda's,1,38.8589589,-78.6173058,2019,US-VA
282,Tree Swallow,Tachycineta bicolor,2019-09-26 18:32,Stony Creek Rd  Linda's,11,38.8589589,-78.6173058,2019,US-VA
283,White-breasted Nuthatch,Sitta carolinensis,2019-09-26 18:32,Stony Creek Rd  Linda's,1,38.8589589,-78.6173058,2019,US-VA
284,Eastern Bluebird,Sialia sialis,2019-09-26 18:32,Stony Creek Rd  Linda's,3,38.8589589,-78.6173058,2019,US-VA
285,Common Raven,Corvus corax,2019-09-26 18:30,Fairlawn,1,37.1552329,-80.5677438,2019,US-VA
286,House Finch,Haemorhous mexicanus,2019-09-26 18:27,"312 Parkway Drive, Newport News, Virginia, US (37.054, -76.495)",1,37.0543603,-76.494507,2019,US-VA
287,crow sp.,Corvus sp. (crow sp.),2019-09-26 18:24,US-VA-Alexandria - Farnsworth Drive Yard,3,38.791421,-77.079469,2019,US-VA
288,Downy Woodpecker,Dryobates pubescens,2019-09-26 18:22,"715 Vandale Dr, Chatham US-VA (36.8080,-79.3864)",1,36.808004,-79.386445,2019,US-VA
289,Caspian Tern,Hydroprogne caspia,2019-09-26 18:20,Kiptopeke SP--Fishing Pier,1,37.1666606,-75.9883332,2019,US-VA
290,Double-crested Cormorant,Phalacrocorax auritus,2019-09-26 18:20,Kiptopeke SP--Fishing Pier,3,37.1666606,-75.9883332,2019,US-VA
291,Blue-winged Teal,Spatula discors,2019-09-26 18:15,Bulls Pond,3,37.1492813,-75.9537005,2019,US-VA
292,Great Egret,Ardea alba,2019-09-26 18:15,Bulls Pond,3,37.1492813,-75.9537005,2019,US-VA
293,Snowy Egret,Egretta thula,2019-09-26 18:15,Bulls Pond,2,37.1492813,-75.9537005,2019,US-VA
294,Belted Kingfisher,Megaceryle alcyon,2019-09-26 18:15,Bulls Pond,1,37.1492813,-75.9537005,2019,US-VA
295,Northern Flicker,Colaptes auratus,2019-09-26 18:15,Bulls Pond,5,37.1492813,-75.9537005,2019,US-VA
296,Merlin,Falco columbarius,2019-09-26 18:15,Bulls Pond,1,37.1492813,-75.9537005,2019,US-VA
297,Cedar Waxwing,Bombycilla cedrorum,2019-09-26 18:15,Bulls Pond,1,37.1492813,-75.9537005,2019,US-VA
298,Bobolink,Dolichonyx oryzivorus,2019-09-26 18:15,Bulls Pond,15,37.1492813,-75.9537005,2019,US-VA
299,Forster's Tern,Sterna forsteri,2019-09-26 18:10,Chincoteague NWR--Entrance/Beach Access Road,3,37.91462,-75.3496577,2019,US-VA
300,Fish Crow,Corvus ossifragus,2019-09-26 18:10,Chincoteague NWR--Entrance/Beach Access Road,1,37.91462,-75.3496577,2019,US-VA
301,Red-eyed Vireo,Vireo olivaceus,2019-09-26 18:05,"103 Elizabeth Court, South Boston, VA",1,36.7040983,-78.8905478,2019,US-VA
302,Carolina Chickadee,Poecile carolinensis,2019-09-26 18:05,"103 Elizabeth Court, South Boston, VA",1,36.7040983,-78.8905478,2019,US-VA
303,Pine Warbler,Setophaga pinus,2019-09-26 18:05,"103 Elizabeth Court, South Boston, VA",1,36.7040983,-78.8905478,2019,US-VA
304,Greater Yellowlegs,Tringa melanoleuca,2019-09-26 18:02,Eastern Shore of Virginia NWR--Ramp Road,2,37.1283813,-75.9525368,2019,US-VA
305,Yellow-crowned Night-Heron,Nyctanassa violacea,2019-09-26 18:02,Eastern Shore of Virginia NWR--Ramp Road,6,37.1283813,-75.9525368,2019,US-VA
306,Barn Swallow,Hirundo rustica,2019-09-26 18:02,Eastern Shore of Virginia NWR--Ramp Road,3,37.1283813,-75.9525368,2019,US-VA
307,American Redstart,Setophaga ruticilla,2019-09-26 18:02,Eastern Shore of Virginia NWR--Ramp Road,1,37.1283813,-75.9525368,2019,US-VA
308,Yellow Warbler,Setophaga petechia,2019-09-26 18:02,Eastern Shore of Virginia NWR--Ramp Road,1,37.1283813,-75.9525368,2019,US-VA
309,Broad-winged Hawk,Buteo platypterus,2019-09-26 18:00,"706 Jefferson St SE, Roanoke US-VA (37.2676,-79.9394)",3,37.267626,-79.939404,2019,US-VA
310,Pileated Woodpecker,Dryocopus pileatus,2019-09-26 17:59,US-Virginia-Rich Creek-124 Summit Drive - 37.39x-80.831,1,37.3895677,-80.8311509,2019,US-VA
311,Eastern Wood-Pewee,Contopus virens,2019-09-26 17:59,US-Virginia-Rich Creek-124 Summit Drive - 37.39x-80.831,1,37.3895677,-80.8311509,2019,US-VA
312,Least Flycatcher,Empidonax minimus,2019-09-26 17:59,US-Virginia-Rich Creek-124 Summit Drive - 37.39x-80.831,1,37.3895677,-80.8311509,2019,US-VA
313,Eastern Phoebe,Sayornis phoebe,2019-09-26 17:59,US-Virginia-Rich Creek-124 Summit Drive - 37.39x-80.831,1,37.3895677,-80.8311509,2019,US-VA
314,Tufted Titmouse,Baeolophus bicolor,2019-09-26 17:59,US-Virginia-Rich Creek-124 Summit Drive - 37.39x-80.831,7,37.3895677,-80.8311509,2019,US-VA
315,Chipping Sparrow,Spizella passerina,2019-09-26 17:51,Bermuda Memorial Park,1,37.342439,-77.3199123,2019,US-VA
316,Canada Goose,Branta canadensis,2019-09-26 17:47,"377 Fairway Dr, Irvington US-VA (37.6761,-76.3933)",50,37.676114,-76.393329,2019,US-VA
317,Bald Eagle,Haliaeetus leucocephalus,2019-09-26 17:47,"377 Fairway Dr, Irvington US-VA (37.6761,-76.3933)",1,37.676114,-76.393329,2019,US-VA
